home_type,address,city,zip,bedrooms,bathrooms,latitude,longitude,zillow_id,property_size,home_size,last_sold_price,last_sold_date,year_built,home_description,last_sold_year,last_sold_month,date_of_purchase,lot_coverage,tokens,lda_k5_0,lda_k5_1,lda_k5_2,lda_k5_3,lda_k5_4
Single Family Residential,703 W Capistrano Way,San Mateo,94402.0,3.0,1.5,37.55774,-122.324482,15526957,7405.0,1610.0,1800000.0,2016-08-08,1948.0,"OPEN HOUSE SAT & SUN 2-4.  Don't miss this Baywood/Parrott Park sweetheart.  Situated on an oversized lot with vintage charm intact with modern upgrades, this cottage is picture perfect.  Newly finished dark hardwoods, natural light abounds, sunny white kitchen with Carrera Counters and eat-in area with picture windows to patio and oversized English Garden.  Formal dining room with more windows and a door to patio.  Large living room with fireplace and bay window plus handsome entry and front porch.  3 bedrooms with generous storage and a newly remodeled bathroom with separate shower and tub plus extra half bath in master, updated electrical.  2 car garage, walk to downtown San Mateo, CalTrain and coveted Baywood Elementary, Borel Middle and Aragon High (Buyer to confirm attendance).  Don't miss this sweetheart of a house.",2016,8,1315,0.217420661715,"[u'open', u'miss', u'baywood', u'parrott', u'sweetheart', u'situate', u'oversized', u'lot', u'vintage', u'charm', u'intact', u'modern', u'upgrade', u'cottage', u'picture', u'perfect', u'newly', u'finish', u'dark', u'hardwood', u'natural', u'light', u'abound', u'sunny', u'white', u'kitchen', u'carrera', u'counter', u'eat', u'area', u'picture', u'window', u'patio', u'oversized', u'english', u'garden', u'formal', u'dining', u'room', u'window', u'door', u'patio', u'large', u'living', u'room', u'fireplace', u'bay', u'window', u'plus', u'handsome', u'entry', u'porch', u'bedroom', u'generous', u'storage', u'newly', u'remodel', u'bathroom', u'separate', u'shower', u'tub', u'plus', u'extra', u'half', u'bathroom', u'master', u'update', u'electrical', u'car', u'garage', u'walk', u'downtown', u'caltrain', u'coveted', u'baywood', u'elementary', u'borel', u'middle', u'aragon', u'high', u'confirm', u'attendance', u'miss', u'sweetheart']",0.250268992295,0.0,0.0997393327214,0.0,0.642403450196
Single Family Residential,1231 Vernon Ter,San Mateo,94402.0,3.0,2.0,37.548089,-122.328279,15528091,5662.0,2130.0,1850000.0,2016-07-07,1954.0,"THIS 3BR/2BA HOME IN THE ARRAGON TERRACE NEIGHBORHOOD FEATURES A MASTER WITH A TWO PERSON STALL SHOWER, BRAZILIAN HARDWOOD FLOORING THOUGHOUT, A GOURMET KITCHEN WITH TOP OF THE LINE APPLIANCES AND A LARGE KITCHEN ISLAND THAT CAN DOUBLE AS A 4 PERSON BREAKFAST BAR, CENTRAL A/C, VIDEO SURVEILLANCE SYSTEM, LARGE DECK IN THE BACK GREAT FOR ENTERTAINING, NEW FENCING AND A LOT MORE!",2016,7,1283,0.376192158248,"[u'bedroom', u'bathroom', u'arragon', u'terrace', u'neighborhood', u'feature', u'master', u'person', u'stall', u'shower', u'brazilian', u'hardwood', u'flooring', u'thoughout', u'gourmet', u'kitchen', u'line', u'appliance', u'large', u'kitchen', u'island', u'double', u'person', u'breakfast', u'bar', u'central', u'ac', u' ', u'surveillance', u'large', u'deck', u'great', u'entertaining', u'new', u'fence', u'lot']",0.586296565969,0.0112104339008,0.379891242515,0.0112650685269,0.0113366890882
Single Family Residential,533 Avila Rd,San Mateo,94402.0,2.0,1.5,37.550538,-122.326358,15527387,5227.0,1330.0,1490000.0,2016-07-14,1938.0,"The image of storybook charm on a picturesque tree lined drive in San Mateo's Aragon neighborhood,this captivating 2 bedroom,1 ? bath residence presents of wonderful comfortable livability.Beautifully maintained and updated with meticulous attention to every immaculate detail.The interior of the residence is highlighted by gleaming oak hardwood floors, old world arches, plantation shutters and traditional moldings that run throughout.The cozy living room is centered upon a rich granite fireplace bordered by a quaint paned glass door and window that draw the outdoors into this warm gathering area. Immediately adjacent, discover a formal dining room and well-appointed gourmet kitchen that develop a festive atmosphere for meals with family and friends.Just beyond a lovely brick patio and well-manicured gardens create an equally compelling venue for outdoor entertaining.Two restful and bright bedrooms, a sparkling vintage-inspired bath and a chic powder room complete the fluid floor plan.",2016,7,1290,0.25444805816,"[u'image', u'storybook', u'charm', u'picturesque', u'tree', u'line', u'drive', u'aragon', u'neighborhood', u'captivating', u'bedroom', u'bathroom', u'residence', u'present', u'wonderful', u'comfortable', u'livability', u'beautifully', u'maintain', u'updated', u'meticulous', u'attention', u'immaculate', u'interior', u'residence', u'highlight', u'gleam', u'oak', u'hardwood', u'floor', u'old', u'world', u'arch', u'plantation', u'shutter', u'traditional', u'molding', u'run', u'cozy', u'living', u'room', u'center', u'rich', u'granite', u'fireplace', u'border', u'quaint', u'paned', u'glass', u'door', u'window', u'draw', u'outdoors', u'warm', u'gather', u'area', u'immediately', u'adjacent', u'discover', u'formal', u'dining', u'room', u'appoint', u'gourmet', u'kitchen', u'develop', u'festive', u'atmosphere', u'meal', u'family', u'friend', u'lovely', u'brick', u'patio', u'manicure', u'garden', u'create', u'equally', u'compelling', u'venue', u'outdoor', u'entertaining', u'restful', u'bright', u'bedroom', u'sparkle', u'vintage', u'inspire', u'bathroom', u'chic', u'powder', u'room', u'complete', u'fluid', u'floor', u'plan']",0.0,0.0,0.0,0.988074436282,0.0
Single Family Residential,25 Seville Way,San Mateo,94402.0,3.0,2.0,37.556559,-122.320479,15527546,6054.0,2000.0,2085000.0,2016-07-15,1935.0,"This remodeled residence is situated on a tree-lined street in the sought-after Aragon neighborhood Three Bedrooms * Two Bathrooms * Gourmet Eat-In Kitchen * Family Room Expansive Living Room * Vaulted Beam Ceiling * Formal Dining Room Wood-Burning Fireplace * Hardwood Flooring * Laundry Room Ample Storage * Manicured Landscaping * Slate Pathways, Porch & Deck Expansive Stone Paver Patio * Private Backyard * New Modern Fence Outdoor Kitchen & Dining Area * Award-Winning Schools Walking Distance to Downtown San Mateo & Central Park",2016,7,1291,0.330360092501,"[u'remodel', u'residence', u'situate', u'tree', u'line', u'street', u'seek', u'aragon', u'neighborhood', u'bedroom', u'bathroom', u'gourmet', u'eat', u'kitchen', u'family', u'room', u'expansive', u'living', u'room', u'vault', u'beam', u'ceiling', u'formal', u'dining', u'room', u'wood', u'burn', u'fireplace', u'hardwood', u'flooring', u'laundry', u'room', u'ample', u'storage', u'manicured', u'landscaping', u'slate', u'pathway', u'porch', u'deck', u'expansive', u'stone', u'paver', u'patio', u'private', u'backyard', u'new', u'modern', u'fence', u'outdoor', u'kitchen', u'dining', u'area', u'award', u'win', u'school', u'walk', u'distance', u'downtown', u'central']",0.0,0.0,0.16974786376,0.345585521022,0.473311435518
Single Family Residential,812 E 5Th Ave,San Mateo,94402.0,3.0,1.0,37.567264,-122.315983,15524879,4730.0,1400.0,1185000.0,2016-07-28,1932.0,"Welcome to this charming Spanish bungalow with original architectural details. Features of this wonderful home include a formal entry, coved ceilings, gleaming hardwood floors, updated kitchen with skylight, stainless steel appliances, formal dining room, wood burning fireplace, laundry room off kitchen with storage, and partial basement and access to the landscaped private back and side yards. Sellers have architectural plans available for future expansion. Considered a walkers paradise with a walk score of 87, your new home is just steps away from Central Park, downtown San Mateos shopping, restaurants and entertainment and Caltrain. This location is also very convenient with easy access to highways 101/92/280.",2016,7,1304,0.295983086681,"[u'welcome', u'charming', u'spanish', u'bungalow', u'original', u'architectural', u'detail', u'feature', u'wonderful', u'include', u'formal', u'entry', u'coved', u'ceiling', u'gleam', u'hardwood', u'floor', u'update', u'kitchen', u'skylight', u'stainless', u'steel', u'appliance', u'formal', u'dining', u'room', u'wood', u'burn', u'fireplace', u'laundry', u'room', u'kitchen', u'storage', u'partial', u'basement', u'access', u'landscape', u'private', u'yard', u'seller', u'architectural', u'plan', u'available', u'future', u'expansion', u'consider', u'walker', u'paradise', u'walk', u'score', u'new', u'step', u'away', u'central', u'downtown', u'mateos', u'shop', u'restaurant', u'entertainment', u'caltrain', u'location', u'convenient', u'easy', u'access', u'highway']",0.0,0.0,0.157226907809,0.0,0.828787638833
Single Family Residential,1434 Nadina St,San Mateo,94402.0,2.0,1.0,37.551218,-122.319372,15528664,5009.0,1330.0,1375000.0,2016-07-29,1940.0,"Adorable 2 bedroom 1 bathroom home on a beautiful tree lined street! Features of this home include fresh paint inside and out, exposed original hardwood floors, bonus room off of one bedroom that is perfect for an office or nursery, living room with wood burning fireplace, separate dining room, eat in kitchen and one car attached garage. The large backyard with covered patio and fruit trees is a perfect retreat. What a great opportunity to get started in a wonderful neighborhood and location close to transportation, 101, 92, shopping and dining as well as having plenty of room to expand.",2016,7,1305,0.265522060291,"[u'adorable', u'bedroom', u'bathroom', u'beautiful', u'tree', u'line', u'street', u'feature', u'include', u'fresh', u'paint', u'inside', u'expose', u'original', u'hardwood', u'floor', u'bonus', u'room', u'bedroom', u'perfect', u'office', u'nursery', u'live', u'room', u'wood', u'burn', u'fireplace', u'separate', u'dining', u'room', u'eat', u'kitchen', u'car', u'attach', u'garage', u'large', u'backyard', u'cover', u'patio', u'fruit', u'tree', u'perfect', u'retreat', u'great', u'opportunity', u'start', u'wonderful', u'neighborhood', u'location', u'close', u'transportation', u'shop', u'dining', u'have', u'plenty', u'room', u'expand']",0.0,0.0,0.0,0.0,0.975928174718
Single Family Residential,1310 S Claremont St,San Mateo,94402.0,2.0,1.0,37.558424,-122.312184,15529220,3484.0,1227.0,1100000.0,2016-04-29,1948.0,"This spacious 2bd home with custom finishes throughout.  Newly Remodeled all Marble bath with deep soaking tub, separate shower, custom built-ins. Hardwood floors throughout, open concept kitchen & spacious family room that leads to deck and back yard. Custom plantation shutters, double pane windows, Great bonus room and 2nd full bath with radiant floor heating. Recessed lighting, built in desk off kitchen, easy access to the back yard with retractable awning over deck.  Patio area with Mature Peach Trees.  Walk to down town, the train, buses it has it all.  Extra wide driveway allows for 2 car parking side by side depending on car size.  Easy to show.  Move in Ready!",2016,4,1214,0.352181400689,"[u'spacious', u'bedroom', u'custom', u'finish', u'newly', u'remodel', u'marble', u'bathroom', u'deep', u'soak', u'tub', u'separate', u'shower', u'custom', u'build', u'in', u'hardwood', u'floor', u'open', u'concept', u'kitchen', u'spacious', u'family', u'room', u'lead', u'deck', u'yard', u'custom', u'plantation', u'shutter', u'double', u'pane', u'window', u'great', u'bonus', u'room', u'bathroom', u'radiant', u'floor', u'heating', u'recess', u'lighting', u'build', u'desk', u'kitchen', u'easy', u'access', u'yard', u'retractable', u'awning', u'deck', u'patio', u'area', u'mature', u'peach', u'tree', u'walk', u'town', u'train', u'bus', u'extra', u'wide', u'driveway', u'allow', u'car', u'parking', u'depend', u'car', u'size', u'easy', u'ready']",0.0463799386436,0.0,0.853871032314,0.0,0.0904922257432
Single Family Residential,1026 10Th Ave,San Mateo,94402.0,2.0,1.0,37.564859,-122.309718,15529066,5662.0,1110.0,927000.0,2016-04-29,1937.0,"Adorable craftsman bungalow home built in 1937. Spacious living room and separate dinning room. Updated kitchen and bath. Windows replace, refinished hardwood flooring. Great floor plan. Zoned R 300. Bring your clients to view Tuesday, all day. Call agent Pat Gill for offer date.",2016,4,1214,0.196043800777,"[u'adorable', u'craftsman', u'bungalow', u'build', u'spacious', u'living', u'room', u'separate', u'dinning', u'room', u'update', u'kitchen', u'bathroom', u'window', u'replace', u'refinish', u'hardwood', u'flooring', u'great', u'floor', u'plan', u'zone', u'bring', u'client', u'view', u'day', u'pat', u'gill', u'offer', u'date']",0.0119994024278,0.55665261101,0.0122112125514,0.128087838385,0.291048935626
Single Family Residential,13 Hillbarn Ct,San Mateo,94403.0,3.0,1.0,37.527799,-122.29322,15545310,5508.0,2275.0,802000.0,2014-09-18,1953.0,"Renovated & Remodeled! Located on a cul-de-sac with amazing views.
Approximately 2,275 s/f  5,508 s/f lot 
5 Bedrooms  3 Full Bathrooms  Family Room 
Built in 1953

Located on a cul-de-sac in desirable Westwood Knolls, this home has been renovated from top to bottom. The main level boasts a great room/kitchen with a center island, stainless steel appliances, gleaming engineered hardwood floors and a glass door to a deck with views of the bay. This level also has three bedrooms including a master suite and full bathroom, plus a full bathroom off the hallway. The lower level has a family room with a sliding glass door to the lush backyard, two additional bedrooms, a laundry room and a full bathroom. Close to shopping, restaurants, parks, schools and transportation.

Main Level
-Great room/kitchen with Bosch 5-burner gas oven, island with breakfast bar, stainless steel Whirlpool refrigerator, stainless steel Bosch dishwasher, glass door to deck with views, recessed and pendant lighting, engineered hardwood floors
-Hall bathroom with beautiful decorative vanity, stone tile surround, shower over tub
-Three bedrooms with newly installed carpet and recessed lighting including a master suite with a sliding glass door to the deck, walk-in closet, master bathroom with dark wood    vanity, two sinks and a stall shower, beautiful stone tile
-2-car garage

Lower Level
-Family room with sliding glass doors to the backyard, fresh carpet, recessed lighting
-Two bedrooms with newly installed carpet, recessed lighting
-Separate laundry room with tile floors
-Full bathroom with vanity, white subway tiled, shower over  tub, and modern tiled floor

Co-Listed with Debbie Wilhelm CalBRE#: 01044009
www.13Hillbarn.com




",2014,9,625,0.206517792302,"[u'renovate', u'remodel', u'locate', u'cul', u'sac', u'amazing', u'view', u'approximately', u'sf', u'sf', u'lot', u'bedroom', u'bathroom', u'family', u'room', u'build', u'locate', u'cul', u'sac', u'desirable', u'westwood', u'knoll', u'renovate', u'main', u'level', u'boast', u'great', u'room', u'kitchen', u'center', u'island', u'stainless', u'steel', u'appliance', u'gleam', u'engineer', u'hardwood', u'floor', u'glass', u'door', u'deck', u'view', u'bay', u'level', u'bedroom', u'include', u'master', u'suite', u'bathroom', u'plus', u'bathroom', u'hallway', u'low', u'level', u'family', u'room', u'slide', u'glass', u'door', u'lush', u'backyard', u'additional', u'bedroom', u'laundry', u'room', u'bathroom', u'close', u'shopping', u'restaurant', u'park', u'school', u'transportation', u'main', u'level', u'great', u'room', u'kitchen', u'bosch', u'burner', u'ga', u'oven', u'island', u'breakfast', u'bar', u'stainless', u'steel', u'whirlpool', u'refrigerator', u'stainless', u'steel', u'bosch', u'dishwasher', u'glass', u'door', u'deck', u'view', u'recess', u'pendant', u'light', u'engineer', u'hardwood', u'floor', u'hall', u'bathroom', u'beautiful', u'decorative', u'vanity', u'stone', u'tile', u'surround', u'shower', u'tub', u'bedroom', u'newly', u'instal', u'carpet', u'recess', u'lighting', u'include', u'master', u'suite', u'slide', u'glass', u'door', u'deck', u'walk', u'closet', u'master', u'bathroom', u'dark', u'wood', u'vanity', u'sink', u'stall', u'shower', u'beautiful', u'stone', u'tile', u'car', u'garage', u'low', u'level', u'family', u'room', u'slide', u'glass', u'door', u'backyard', u'fresh', u'carpet', u'recess', u'lighting', u'bedroom', u'newly', u'instal', u'carpet', u'recess', u'light', u'separate', u'laundry', u'room', u'tile', u'floor', u'bathroom', u'vanity', u'white', u'subway', u'tiled', u'shower', u'tub', u'modern', u'tiled', u'floor', u'list', u'debbie', u'wilhelm', u'calbre']",0.332102074604,0.0,0.6622305997,0.0,0.0
Single Family Residential,492 W 20Th Ave,San Mateo,94403.0,2.0,1.0,37.546262,-122.319206,15535468,4999.0,1050.0,1000000.0,2015-12-01,1942.0,"Charming bungalow in desirable Beresford Manor neighborhood. Spacious living room features wood burning fireplace & large picture window overlooking backyard. Generously sized formal dining area. Cozy breakfast room connects to the kitchen. Kitchen has gas cooktop, stainless steel appliances, & recessed lights. Gorgeous remodeled bathroom features glass enclosed tub & shower, designer color & distinctive tile. Freshly painted interior & hardwood floors throughout. Easy access to Hwy 92 and 101.",2015,12,1064,0.210042008402,"[u'charming', u'bungalow', u'desirable', u'beresford', u'manor', u'neighborhood', u'spacious', u'living', u'room', u'feature', u'wood', u'burn', u'fireplace', u'large', u'picture', u'window', u'overlook', u'backyard', u'generously', u'size', u'formal', u'dining', u'area', u'cozy', u'breakfast', u'room', u'connect', u'kitchen', u'kitchen', u'ga', u'cooktop', u'stainless', u'steel', u'appliance', u'recess', u'light', u'gorgeous', u'remodeled', u'bathroom', u'feature', u'glass', u'enclose', u'tub', u'shower', u'designer', u'color', u'distinctive', u'tile', u'freshly', u'paint', u'interior', u'hardwood', u'floor', u'easy', u'access', u'hwy']",0.0,0.0,0.660156774642,0.0,0.323299442974
Single Family Residential,1525 De Anza Blvd,San Mateo,94403.0,3.0,2.5,37.523614,-122.324685,15543451,3920.0,2190.0,1515000.0,2016-04-18,1980.0,"This comfortable and luxurious home is located in Sugarloaf, one of the finest communities of San Mateo, renowned for its natural habitat and beauty. Banks of windows and multiple glass sliding doors open the house to abundant yard promoted by spacious wood deck and the beautiful views. Master bedroom suite with private deck and luxury bathroom. Den or study, which can be used as a fourth bedroom. Impressive large living room /dinning room with high ceilings, stone fire place, and with access to yard and open space. Beautiful views of city lights from the second and third bedrooms. Cozy family room  with wood burning fireplace, large updated kitchen with dinning area, hardwood floors, and gas stove. Convenient indoor  laundry with washer and dryer. Formal entry and two car attached garage.",2016,4,1203,0.279336734694,"[u'comfortable', u'luxurious', u'locate', u'sugarloaf', u'fine', u'community', u'renowned', u'natural', u'habitat', u'beauty', u'bank', u'windows', u'multiple', u'glass', u'slide', u'door', u'open', u'abundant', u'yard', u'promote', u'spacious', u'wood', u'deck', u'beautiful', u'view', u'master', u'bedroom', u'suite', u'private', u'deck', u'luxury', u'bathroom', u'den', u'study', u'fourth', u'bedroom', u'impressive', u'large', u'living', u'room', u'din', u'room', u'high', u'ceiling', u'stone', u'place', u'access', u'yard', u'open', u'space', u'beautiful', u'view', u'light', u'second', u'bedroom', u'cozy', u'family', u'room', u'wood', u'burn', u'fireplace', u'large', u'updated', u'kitchen', u'din', u'area', u'hardwood', u'floor', u'ga', u'stove', u'convenient', u'indoor', u'laundry', u'washer', u'dryer', u'formal', u'entry', u'car', u'attach', u'garage']",0.912875957744,0.0,0.0,0.0728835038905,0.0
Single Family Residential,231 W 25Th Ave,San Mateo,94403.0,3.0,2.0,37.543003,-122.310366,15536310,5009.0,1960.0,1570000.0,2016-05-03,1930.0,"Expanded, yet classic split-level Mediterranean with a remodeled eat-in kitchen and adjacent family room for informal gatherings! Beautiful formal rooms with parquet hardwood floors and many other original architectural details meticulously restored! Double pane windows and solar panels. Master BR Suite Retreat w/backyard access! Downstairs bonus room/home office + laundry room + extra storage! Lovely, enclosed backyard with mature landscaping is perfect for play, relaxation and entertaining! Home offers charm, character, functionality and comfort, and is situated on one of the most coveted blocks in this desirable neighborhood! Wonderful location in close proximity to the 25th Ave shops, restaurants, local Farmers' market, several parks, schools, Hillsdale Mall, CalTrain, public transportation and commute corridors.",2016,5,1218,0.391295667798,"[u'expand', u'classic', u'split', u'level', u'mediterranean', u'remodel', u'eat', u'kitchen', u'adjacent', u'family', u'room', u'informal', u'gathering', u'beautiful', u'formal', u'room', u'parquet', u'hardwood', u'floor', u'original', u'architectural', u'detail', u'meticulously', u'restore', u'double', u'pane', u'window', u'solar', u'panel', u'master', u'bedroom', u'suite', u'retreat', u'backyard', u'access', u'downstairs', u'bonus', u'room', u'office', u'laundry', u'room', u'extra', u'storage', u'lovely', u'enclosed', u'backyard', u'mature', u'landscaping', u'perfect', u'play', u'relaxation', u'entertain', u'offer', u'charm', u'character', u'functionality', u'comfort', u'situate', u'covet', u'block', u'desirable', u'neighborhood', u'wonderful', u'location', u'close', u'proximity', u'ave', u'shops', u'restaurant', u'local', u'farmer', u'market', u'park', u'school', u'hillsdale', u'mall', u'caltrain', u'public', u'transportation', u'commute', u'corridor']",0.0,0.0,0.0917062574029,0.0,0.898383230973
Single Family Residential,709 27Th Ave,San Mateo,94403.0,2.0,1.5,37.536767,-122.316762,15536756,7361.0,1360.0,1500000.0,2016-05-06,1946.0,"GREAT 2BR/1.5BA HOME WITH A DEN THAT CAN BE 3RD BEDROOM, SEPARATE FAMILY ROOM, BONUS ROOM,  2 CAR DETACHED GARAGE WITH EXTRA LARGE ROOM,  LARGE LOT, GREAT LOCATION NEAR HILLSDALE SHOPPING CENTER AND OTHER CONVENIENCES.",2016,5,1221,0.184757505774,"[u'great', u'bedroom', u'bathroom', u'den', u'bedroom', u'separate', u'family', u'room', u'bonus', u'room', u'car', u'detach', u'garage', u'extra', u'large', u'room', u'large', u'lot', u'great', u'location', u'near', u'hillsdale', u'shopping', u'center', u'convenience']",0.0185000510065,0.0184635005933,0.0183349739482,0.0182979181393,0.926403556313
Single Family Residential,3390 Shasta Dr,San Mateo,94403.0,4.0,2.5,37.527913,-122.324971,15542485,10075.0,2450.0,1850000.0,2016-05-20,1964.0,"This serene hillside home, tucked against Sugarloaf Mountain's coveted parks and trails, is a blend of generous interior spaces and breathtaking outdoor views. A rare 10,000+s. f. lot takes full advantage of park-like grounds filled with trees, flowers and landscaped paths. 
... * Four Bedrooms 
... * Two Bathrooms 
... * Gourmet Kitchen with Subzero and Wolf Appliances* Eat-In Kitchen 
... * Family Room  * Formal Living Room Dining Room Combo 
... * Office/Den 
... * Downstairs Office/ Bonus Room 
... * Two Fireplaces 
... * Dual Paned Windows 
... * Recessed Lighting 
... * Ample Storage Space 
... * Laundry Room with Sink 
... * Two-Car Attached Garage with Half Bath 
... * Large Lanai off Family Room perfect for al fresco dining 
... * Stunning Level Backyard with Pathways and Gardens 
... * Chinese Elm and Japanese Maple, Camellias, Plum, Palm and Lavender 
... * Side Yard with established Rose Garden 
... * Situated minutes from 92/101/280!  DON'T MISS THIS GORGEOUS HOME!",2016,5,1235,0.24317617866,"[u'serene', u'hillside', u'tuck', u'sugarloaf', u'mountain', u'covet', u'park', u'trail', u'blend', u'generous', u'interior', u'space', u'breathtaking', u'outdoor', u'view', u'rare', u'lot', u'take', u'advantage', u'like', u'ground', u'fill', u'tree', u'flower', u'landscaped', u'path', u'bedroom', u'bathroom', u'gourmet', u'kitchen', u'subzero', u'wolf', u'appliance', u'eat', u'kitchen', u'family', u'room', u'formal', u'living', u'room', u'dining', u'room', u'combo', u'office', u'den', u'downstairs', u'office', u'bonus', u'room', u'fireplace', u'dual', u'pan', u'window', u'recess', u'light', u'ample', u'storage', u'space', u'laundry', u'room', u'sink', u'car', u'attach', u'garage', u'half', u'bathroom', u'large', u'lanai', u'family', u'room', u'perfect', u'al', u'fresco', u'din', u'stunning', u'level', u'backyard', u'pathway', u'garden', u'chinese', u'elm', u'japanese', u'maple', u'camellias', u'plum', u'palm', u'lavender', u'yard', u'establish', u'rise', u'garden', u'situate', u'minute', u'miss', u'gorgeous']",0.629316993881,0.0,0.0549366505685,0.0,0.309353326083
Single Family Residential,414 Alder Ln,San Mateo,94403.0,3.0,2.0,37.5344989,-122.308576,15538013,6490.0,1680.0,1791000.0,2016-05-20,1949.0,"Hidden parks and tree lined streets in the ""Lanes"" of San Mateo add even more allure to this painstakingly refurbished home. Nestled in a cul de sac, this 3 bed/ 2 bath home has comfort and luxury.  Gleaming hardwood floors, gas fireplace with large cast-stone mantel, and custom doors and drapes add elegance to this splendid home.  A new deck, landscaping , new roof, and much more!  The heart of this home is a spectacular chef's kitchen opening to the living areas with coffered ceiling and a large center island. The lovely master has been expanded with a large walk-in closet and has a Kohler bubble massage tub. Lots of light, great yard, 2 car garage.  A true gem in a great neighborhood!",2016,5,1235,0.258859784284,"[u'hide', u'park', u'tree', u'line', u'street', u'lane', u'add', u'allure', u'painstakingly', u'refurbish', u'nestle', u'cul', u'sac', u'bedroom', u'bathroom', u'comfort', u'luxury', u'gleam', u'hardwood', u'floor', u'ga', u'fireplace', u'large', u'cast', u'stone', u'mantel', u'custom', u'door', u'drape', u'add', u'elegance', u'splendid', u'new', u'deck', u'landscape', u'new', u'roof', u'heart', u'spectacular', u'chef', u'kitchen', u'open', u'living', u'area', u'coffered', u'ceiling', u'large', u'center', u'island', u'lovely', u'master', u'expand', u'large', u'walk', u'closet', u'kohler', u'bubble', u'massage', u'tub', u'lot', u'light', u'great', u'yard', u'car', u'garage', u'true', u'gem', u'great', u'neighborhood']",0.375953746528,0.0,0.158793691679,0.454708786116,0.0
Single Family Residential,1762 Lake St,San Mateo,94403.0,3.0,1.5,37.566792,-122.287434,15530359,9426.0,1200.0,1170000.0,2016-06-09,1960.0,"Beautiful hardwood floors throughout. Very spacious and inviting rancher with a desirable floor plan. 3 bedrooms, 1 1/2 bath, 2 car garage on a large lot and a very big back yard with a private entrance and a gourmet kitchen conveniently located in Parkside conmnunity.",2016,6,1255,0.127307447486,"[u'beautiful', u'hardwood', u'floor', u'spacious', u'invite', u'rancher', u'desirable', u'floor', u'plan', u'bedroom', u'bathroom', u'car', u'garage', u'large', u'lot', u'big', u'yard', u'private', u'entrance', u'gourmet', u'kitchen', u'conveniently', u'locate', u'parkside', u'conmnunity']",0.191135966147,0.0232007975093,0.023290713714,0.0227845986332,0.739587923996
Single Family Residential,1037 Wayne Way,San Mateo,94403.0,4.0,2.5,37.547051,-122.294168,55007468,4408.0,2050.0,1620000.0,2016-04-15,2000.0,"OPEN HOUSE Saturday, March 12 and Sunday, March 13 from 1-4 PM. 16 year old, 2 story single family home with beautifully refinished hardwood floors, freshly painted walls, doors and trim, dual paned windows, high ceilings, air conditioning, wood burning fireplace in family room with walk out patio and fenced backyard. Spacious kitchen and family room, formal dining room and living room, 4 upper level bedrooms including a spacious master suite with walk in closet and master bath with dual sinks, tub and shower. Upper level laundry room, 2 car attached garage and additional covered parking. Located near Whole Foods, Paddock Park and easy access to Hillsdale Caltrain and Hwy 101.",2016,4,1200,0.232531760436,"[u'open', u'year', u'old', u'story', u'single', u'family', u'beautifully', u'refinish', u'hardwood', u'floor', u'freshly', u'paint', u'wall', u'door', u'trim', u'dual', u'paned', u'window', u'high', u'ceiling', u'air', u'conditioning', u'wood', u'burn', u'fireplace', u'family', u'room', u'walk', u'patio', u'fenced', u'backyard', u'spacious', u'kitchen', u'family', u'room', u'formal', u'dining', u'room', u'live', u'room', u'upper', u'level', u'bedroom', u'include', u'spacious', u'master', u'suite', u'walk', u'closet', u'master', u'bathroom', u'dual', u'sink', u'tub', u'shower', u'upper', u'level', u'laundry', u'room', u'car', u'attach', u'garage', u'additional', u'covered', u'parking', u'locate', u'near', u'food', u'paddock', u'easy', u'access', u'hillsdale', u'caltrain', u'hwy']",0.0,0.124051988249,0.656054720577,0.0,0.209383310045
